"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"75K369","P.S. K369 - Coy L. Cox School","2018-19","534","0","27","37","26","37","40","58","61","62","71","21","38","30","26","95","17.8%","439","82.2%","35","6.6%","272","50.9%","177","33.1%","6","1.1%","44","8.2%","533","99.8%","85","15.9%","457","85.6%","87.3%"
"75K370","P.S. 370","2018-19","249","0","0","7","8","20","21","11","36","14","38","39","30","19","6","71","28.5%","178","71.5%","31","12.4%","80","32.1%","62","24.9%","4","1.6%","72","28.9%","249","100%","76","30.5%","197","79.1%","83.5%"
"75K371","P.S. 371 - Lillian L. Rashkis","2018-19","250","0","0","0","0","0","0","0","0","0","0","72","98","59","21","87","34.8%","163","65.2%","14","5.6%","141","56.4%","66","26.4%","1","0.4%","28","11.2%","245","98%","31","12.4%","226","90.4%","92%"
"75K372","P.S. 372 -The Children's School","2018-19","207","0","29","28","34","34","33","35","2","12","0","0","0","0","0","51","24.6%","156","75.4%","10","4.8%","39","18.8%","58","28%","12","5.8%","88","42.5%","207","100%","14","6.8%","84","40.6%","44%"
"75K373","P.S. 373 - Brooklyn Transition Center","2018-19","454","0","0","0","0","0","0","0","0","0","0","64","67","50","273","121","26.7%","333","73.3%","13","2.9%","237","52.2%","167","36.8%","8","1.8%","29","6.4%","453","99.8%","117","25.8%","404","89%","91.9%"
"75K396","P.S. K396","2018-19","425","0","51","82","44","62","49","51","30","24","32","0","0","0","0","130","30.6%","295","69.4%","29","6.8%","188","44.2%","89","20.9%","80","18.8%","39","9.2%","424","99.8%","97","22.8%","382","89.9%","92.1%"
"75K721","P.S. K721 - Brooklyn Occupational Training Center","2018-19","480","0","10","12","8","1","0","0","0","1","1","50","61","59","277","180","37.5%","300","62.5%","61","12.7%","184","38.3%","116","24.2%","5","1%","114","23.7%","480","100%","163","34%","433","90.2%","92.6%"
"75K753","P.S. K753 - School for Career Development","2018-19","265","0","0","0","0","0","0","0","33","1","0","67","70","43","51","89","33.6%","176","66.4%","5","1.9%","184","69.4%","57","21.5%","2","0.8%","17","6.4%","258","97.4%","25","9.4%","243","91.7%","93.7%"
"75K771","P.S. K771","2018-19","433","0","35","39","46","55","58","81","43","31","23","6","5","4","7","109","25.2%","324","74.8%","83","19.2%","136","31.4%","95","21.9%","8","1.8%","111","25.6%","433","100%","76","17.6%","349","80.6%","84.5%"
"75K811","P.S. K811 Connie Lekas School","2018-19","337","0","0","0","0","0","0","0","14","10","24","48","27","49","165","112","33.2%","225","66.8%","32","9.5%","167","49.6%","75","22.3%","12","3.6%","51","15.1%","337","100%","103","30.6%","310","92%","93.2%"
"75M035","P.S. 035","2018-19","317","0","0","0","2","3","4","2","4","4","2","114","102","20","60","104","32.8%","212","66.9%","8","2.5%","136","42.9%","138","43.5%","7","2.2%","28","8.8%","285","89.9%","21","6.6%","267","84.2%","87.2%"
"75M079","P.S. M079 - Horan School","2018-19","266","0","0","0","0","0","0","0","9","7","5","57","39","44","105","82","30.8%","184","69.2%","4","1.5%","78","29.3%","168","63.2%","4","1.5%","12","4.5%","266","100%","105","39.5%","248","93.2%","95.7%"
"75M094","P.S. M094","2018-19","413","0","30","49","26","40","64","57","39","40","39","7","10","7","5","84","20.3%","329","79.7%","31","7.5%","124","30%","185","44.8%","5","1.2%","68","16.5%","413","100%","75","18.2%","337","81.6%","84.9%"
"75M138","P.S. 138","2018-19","613","8","56","58","54","55","52","56","46","45","48","21","18","19","77","165","26.9%","448","73.1%","22","3.6%","177","28.9%","370","60.4%","4","0.7%","40","6.5%","613","100%","186","30.3%","552","90%","93.2%"
"75M169","P.S. M169 - Robert F. Kennedy","2018-19","356","0","25","42","60","63","44","34","27","26","23","5","3","4","0","63","17.7%","293","82.3%","6","1.7%","174","48.9%","158","44.4%","6","1.7%","12","3.4%","356","100%","50","14%","328","92.1%","94.1%"
"75M226","P.S. M226","2018-19","298","24","29","18","14","19","17","13","17","23","12","12","20","14","66","59","19.8%","239","80.2%","11","3.7%","104","34.9%","149","50%","9","3%","25","8.4%","298","100%","49","16.4%","251","84.2%","87.8%"
"75M401","Hospital Schools","2018-19","103","7","13","8","2","5","3","5","5","5","5","19","7","10","9","52","50.5%","51","49.5%","13","12.6%","16","15.5%","36","35%","1","1%","37","35.9%","31","30.1%","8","7.8%","51","49.5%","72.5%"
"75M501","Home Instruction","2018-19","63","0","2","3","2","8","3","1","2","4","4","6","2","7","19","26","41.3%","37","58.7%","10","15.9%","8","12.7%","20","31.7%","4","6.3%","21","33.3%","47","74.6%","2","3.2%","51","81%","88.1%"
"75M721","P.S. M721 - Manhattan Occupational Training Center","2018-19","198","0","0","0","0","0","0","0","1","14","8","18","22","30","105","73","36.9%","125","63.1%","15","7.6%","60","30.3%","98","49.5%","1","0.5%","24","12.1%","198","100%","75","37.9%","179","90.4%","93.4%"
"75M751","Manhattan School for Career Development","2018-19","234","0","0","0","0","0","0","1","24","18","9","30","39","37","76","61","26.1%","173","73.9%","10","4.3%","79","33.8%","123","52.6%","4","1.7%","18","7.7%","229","97.9%","48","20.5%","205","87.6%","90.8%"
"75M811","P.S. M811 - Mickey Mantle School","2018-19","367","24","15","23","31","44","43","48","55","38","46","0","0","0","0","71","19.3%","296","80.7%","7","1.9%","160","43.6%","185","50.4%","3","0.8%","12","3.3%","364","99.2%","59","16.1%","330","89.9%","93%"
"75Q004","P.S. Q004","2018-19","410","27","44","54","42","58","58","48","20","28","31","0","0","0","0","86","21%","324","79%","106","25.9%","114","27.8%","122","29.8%","16","3.9%","52","12.7%","410","100%","61","14.9%","290","70.7%","74%"
"75Q009","P.S. 009","2018-19","652","0","74","73","67","96","72","76","68","63","63","0","0","0","0","187","28.7%","465","71.3%","94","14.4%","204","31.3%","269","41.3%","12","1.8%","73","11.2%","651","99.8%","193","29.6%","534","81.9%","83.3%"
"75Q023","P.S. Q023 @ Queens Children Center","2018-19","313","0","7","13","15","16","20","18","18","19","24","52","51","32","28","153","48.9%","160","51.1%","46","14.7%","105","33.5%","95","30.4%","5","1.6%","62","19.8%","257","82.1%","17","5.4%","267","85.3%","88.5%"
"75Q075","Robert E. Peary School","2018-19","560","14","32","57","42","51","54","77","82","99","52","0","0","0","0","120","21.4%","440","78.6%","86","15.4%","177","31.6%","228","40.7%","24","4.3%","45","8%","560","100%","167","29.8%","449","80.2%","83.3%"
"75Q177","P.S. Q177","2018-19","488","0","13","13","14","8","10","21","37","15","49","63","22","78","145","117","24%","371","76%","105","21.5%","156","32%","103","21.1%","12","2.5%","112","23%","488","100%","118","24.2%","385","78.9%","80.8%"
"75Q224","P.S. Q224","2018-19","396","65","26","54","53","33","33","59","26","23","23","1","0","0","0","100","25.3%","296","74.7%","88","22.2%","75","18.9%","117","29.5%","78","19.7%","38","9.6%","396","100%","86","21.7%","274","69.2%","72.9%"
"75Q233","P.S. Q233","2018-19","509","0","3","54","29","21","19","7","23","27","18","38","57","50","163","160","31.4%","349","68.6%","85","16.7%","161","31.6%","151","29.7%","34","6.7%","78","15.3%","507","99.6%","133","26.1%","431","84.7%","86.1%"
"75Q255","P.S. Q255","2018-19","420","0","41","48","43","60","69","57","25","38","22","4","7","4","2","92","21.9%","328","78.1%","84","20%","43","10.2%","162","38.6%","9","2.1%","122","29%","420","100%","176","41.9%","328","78.1%","81.5%"
"75Q256","P.S. Q256","2018-19","520","7","34","25","27","24","30","46","34","24","39","77","56","38","59","119","22.9%","401","77.1%","36","6.9%","267","51.3%","156","30%","6","1.2%","55","10.6%","449","86.3%","73","14%","398","76.5%","88.4%"
"75Q277","The Riverview School","2018-19","483","0","93","57","82","33","35","28","31","25","41","17","10","10","21","116","24%","367","76%","117","24.2%","81","16.8%","210","43.5%","11","2.3%","64","13.3%","483","100%","207","42.9%","368","76.2%","78.7%"
"75Q721","John F. Kennedy Jr. School","2018-19","484","0","0","0","0","0","0","0","0","0","0","70","114","68","232","157","32.4%","327","67.6%","84","17.4%","84","17.4%","222","45.9%","10","2.1%","84","17.4%","484","100%","223","46.1%","415","85.7%","87.6%"
"75Q752","Queens Transition Center","2018-19","393","0","0","0","0","0","0","0","0","0","0","81","85","77","150","116","29.5%","277","70.5%","47","12%","184","46.8%","126","32.1%","8","2%","28","7.1%","385","98%","105","26.7%","331","84.2%","86.5%"
"75Q811","P.S. Q811","2018-19","431","0","39","22","13","26","35","25","16","12","16","33","38","37","119","143","33.2%","288","66.8%","91","21.1%","134","31.1%","122","28.3%","23","5.3%","61","14.2%","431","100%","113","26.2%","346","80.3%","82%"
"75Q993","P.S. Q993","2018-19","575","0","54","51","45","43","51","53","37","40","26","28","23","25","99","167","29%","408","71%","117","20.3%","106","18.4%","212","36.9%","11","1.9%","129","22.4%","575","100%","234","40.7%","447","77.7%","80.8%"
"75R025","South Richmond High School I.S./P.S. 25","2018-19","582","15","18","13","21","12","19","16","55","63","63","106","85","36","60","169","29%","413","71%","13","2.2%","218","37.5%","175","30.1%","12","2.1%","164","28.2%","576","99%","30","5.2%","479","82.3%","83.8%"
"75R037","The David Marquis School of the Arts","2018-19","366","31","27","59","32","36","33","34","22","12","13","7","15","2","43","96","26.2%","270","73.8%","26","7.1%","59","16.1%","110","30.1%","12","3.3%","159","43.4%","366","100%","24","6.6%","284","77.6%","79.6%"
"75R373","P.S. R373","2018-19","568","28","61","68","89","93","79","90","31","13","16","0","0","0","0","126","22.2%","442","77.8%","60","10.6%","134","23.6%","169","29.8%","23","4%","182","32%","568","100%","78","13.7%","452","79.6%","82.1%"
"75R721","The Richard H. Hungerford School","2018-19","459","0","0","0","0","0","0","0","32","28","33","51","45","68","202","142","30.9%","317","69.1%","32","7%","81","17.6%","167","36.4%","8","1.7%","171","37.3%","459","100%","72","15.7%","419","91.3%","92%"
"75X010","P.S. X010","2018-19","587","14","88","70","60","62","78","66","61","47","31","2","3","3","2","174","29.6%","413","70.4%","13","2.2%","177","30.2%","355","60.5%","6","1%","36","6.1%","586","99.8%","146","24.9%","520","88.6%","91.7%"
"75X012","P.S. X012 Lewis and Clark School","2018-19","271","0","0","0","0","0","0","0","2","20","28","19","30","37","135","69","25.5%","202","74.5%","8","3%","85","31.4%","152","56.1%","18","6.6%","8","3%","271","100%","94","34.7%","254","93.7%","95.2%"
"75X017","P.S. X017","2018-19","451","0","32","34","29","38","52","86","66","40","57","7","6","4","0","78","17.3%","373","82.7%","10","2.2%","177","39.2%","234","51.9%","8","1.8%","22","4.9%","451","100%","81","18%","405","89.8%","92.9%"
"75X168","P.S. 168","2018-19","530","15","20","50","54","73","59","88","49","46","60","4","9","1","2","123","23.2%","407","76.8%","21","4%","179","33.8%","311","58.7%","7","1.3%","12","2.3%","530","100%","121","22.8%","479","90.4%","93.3%"
"75X176","P.S. X176","2018-19","554","0","0","0","0","0","0","0","87","50","64","80","55","54","164","97","17.5%","457","82.5%","13","2.3%","230","41.5%","270","48.7%","6","1.1%","35","6.3%","554","100%","69","12.5%","467","84.3%","87.3%"
"75X186","P186X Walter J. Damrosch School","2018-19","712","0","95","47","59","90","93","87","80","94","57","3","3","3","1","215","30.2%","497","69.8%","17","2.4%","279","39.2%","380","53.4%","12","1.7%","24","3.4%","702","98.6%","218","30.6%","659","92.6%","95.1%"
"75X188","P.S. X188","2018-19","506","31","27","19","28","20","17","22","71","63","77","47","28","22","34","136","26.9%","370","73.1%","13","2.6%","189","37.4%","277","54.7%","10","2%","17","3.4%","506","100%","113","22.3%","454","89.7%","93%"
"75X352","The Vida Bogart School for All Children","2018-19","501","0","74","88","84","60","78","83","11","12","11","0","0","0","0","126","25.1%","375","74.9%","15","3%","187","37.3%","275","54.9%","13","2.6%","11","2.2%","501","100%","75","15%","462","92.2%","94.3%"
"75X469","P469X - The Bronx School for Continuous Learners","2018-19","324","0","12","45","68","68","64","11","11","41","4","0","0","0","0","66","20.4%","258","79.6%","12","3.7%","111","34.3%","189","58.3%","1","0.3%","11","3.4%","322","99.4%","82","25.3%","301","92.9%","94%"
"75X596","P.S. X596","2018-19","406","23","37","75","63","66","75","65","1","0","1","0","0","0","0","85","20.9%","321","79.1%","11","2.7%","160","39.4%","210","51.7%","3","0.7%","22","5.4%","406","100%","38","9.4%","320","78.8%","82.1%"
"75X721","P.S. X721 - Stephen McSweeney School","2018-19","536","0","0","0","0","0","0","0","0","0","0","69","89","75","303","179","33.4%","357","66.6%","9","1.7%","178","33.2%","310","57.8%","5","0.9%","34","6.3%","536","100%","192","35.8%","492","91.8%","93.9%"
"75X723","P.S. 723","2018-19","480","0","24","24","35","56","35","76","59","62","58","11","21","12","7","132","27.5%","348","72.5%","7","1.5%","169","35.2%","261","54.4%","13","2.7%","30","6.3%","471","98.1%","40","8.3%","454","94.6%","95.6%"
"75X754","J. M. Rapport School Career Development","2018-19","525","0","0","0","0","0","0","0","0","0","0","190","95","85","155","161","30.7%","364","69.3%","4","0.8%","205","39%","300","57.1%","1","0.2%","15","2.9%","518","98.7%","166","31.6%","481","91.6%","95.4%"
"75X811","P.S. X811","2018-19","634","0","0","0","0","0","0","0","0","1","1","78","114","86","354","192","30.3%","442","69.7%","20","3.2%","218","34.4%","366","57.7%","7","1.1%","23","3.6%","632","99.7%","241","38%","589","92.9%","95.6%"
"79M331","JUDITH S. KAYE SCHOOL - D79","2018-19","12","0","0","0","0","0","0","0","0","0","0","7","3","1","1","3","25%","9","75%","0","0%","8","66.7%","3","25%","1","8.3%","0","0%","7","58.3%","0","0%","10","83.3%","87.2%"
"79M645","School for Cooperative Technical Education","2018-19","688","0","0","0","0","0","0","0","0","0","0","0","0","0","688","134","19.5%","554","80.5%","49","7.1%","245","35.6%","302","43.9%","10","1.5%","82","11.9%","15","2.2%","40","5.8%","392","57%","67.9%"
"79M973","Restart Academy","2018-19","447","0","0","0","0","0","0","0","8","18","114","104","107","54","42","157","35.1%","290","64.9%","11","2.5%","149","33.3%","229","51.2%","10","2.2%","48","10.7%","179","40%","89","19.9%","374","83.7%","87.3%"
"79Q344","East River Academy","2018-19","180","0","0","0","0","0","0","0","0","0","0","71","71","14","24","10","5.6%","170","94.4%","2","1.1%","110","61.1%","58","32.2%","3","1.7%","7","3.9%","73","40.6%","21","11.7%","105","58.3%","76.2%"
"79Q950","Pathways to Graduation","2018-19","3,554","0","0","0","0","0","0","0","0","0","0","0","3,527","1","26","1,433","40.3%","2,121","59.7%","466","13.1%","1,255","35.3%","1,583","44.5%","65","1.8%","185","5.2%","479","13.5%","547","15.4%","2,491","70.1%","87.3%"
"79X695","Passages Academy","2018-19","219","0","0","0","0","0","0","0","0","6","16","100","71","22","4","28","12.8%","191","87.2%","3","1.4%","124","56.6%","78","35.6%","7","3.2%","7","3.2%","134","61.2%","19","8.7%","219","100%","93.4%"
"84K037","Beginning with Children Charter School II","2018-19","404","0","43","55","48","53","53","50","56","46","0","0","0","0","0","225","55.7%","179","44.3%","2","0.5%","80","19.8%","309","76.5%","5","1.2%","8","2%","77","19.1%","55","13.6%","379","93.8%","84.3%"
"84K125","Success Academy Charter School - Bed-Stuy 2","2018-19","346","0","54","80","82","82","48","0","0","0","0","0","0","0","0","164","47.4%","182","52.6%","6","1.7%","219","63.3%","98","28.3%","17","4.9%","6","1.7%","57","16.5%","5","1.4%","285","82.4%","77.3%"
"84K129","Success Academy Charter School - Cobble Hill","2018-19","329","0","56","62","66","74","65","3","2","1","0","0","0","0","0","173","52.6%","156","47.4%","30","9.1%","89","27.1%","101","30.7%","18","5.5%","91","27.7%","42","12.8%","16","4.9%","179","54.4%","50.9%"
"84K182","Success Academy Charter School - Williamsburg","2018-19","426","0","82","82","93","74","84","9","0","2","0","0","0","0","0","221","51.9%","205","48.1%","21","4.9%","96","22.5%","237","55.6%","16","3.8%","56","13.1%","63","14.8%","29","6.8%","273","64.1%","63.8%"
"84K333","Explore Exceed Charter School","2018-19","494","0","38","54","52","59","63","58","59","60","51","0","0","0","0","229","46.4%","265","53.6%","9","1.8%","374","75.7%","102","20.6%","8","1.6%","1","0.2%","130","26.3%","40","8.1%","372","75.3%","74.8%"
"84K355","Williamsburg Collegiate Charter School","2018-19","330","0","0","0","0","0","0","83","79","84","84","0","0","0","0","165","50%","165","50%","2","0.6%","94","28.5%","230","69.7%","2","0.6%","2","0.6%","57","17.3%","17","5.2%","280","84.8%","75.2%"
"84K356","Achievement First Crown Heights Charter School","2018-19","1,293","0","100","97","99","94","96","92","92","94","97","125","111","104","92","703","54.4%","590","45.6%","2","0.2%","1,193","92.3%","75","5.8%","18","1.4%","5","0.4%","198","15.3%","6","0.5%","1,006","77.8%","65.7%"
"84K357","KIPP AMP Charter School","2018-19","870","0","63","70","90","93","90","93","61","69","78","43","48","39","33","445","51.1%","425","48.9%","13","1.5%","727","83.6%","102","11.7%","22","2.5%","6","0.7%","146","16.8%","16","1.8%","729","83.8%","77.7%"
"84K358","Achievement First East New York Charter School","2018-19","1,110","0","95","89","96","98","91","68","61","60","63","118","107","84","80","590","53.2%","520","46.8%","8","0.7%","737","66.4%","344","31%","14","1.3%","7","0.6%","124","11.2%","24","2.2%","918","82.7%","71.9%"
"84K359","The Uft Charter School","2018-19","221","0","0","0","0","0","0","0","0","0","0","34","71","39","77","101","45.7%","120","54.3%","5","2.3%","159","71.9%","52","23.5%","3","1.4%","2","0.9%","27","12.2%","19","8.6%","181","81.9%","82.1%"
"84K360","Launch Expeditionary Learning Charter School","2018-19","307","0","0","0","0","0","0","0","110","98","99","0","0","0","0","153","49.8%","154","50.2%","3","1%","244","79.5%","49","16%","8","2.6%","3","1%","74","24.1%","11","3.6%","269","87.6%","85.3%"
"84K362","Hellenic Classical Charter School","2018-19","498","18","54","52","54","57","56","57","50","52","48","0","0","0","0","243","48.8%","255","51.2%","18","3.6%","70","14.1%","231","46.4%","22","4.4%","157","31.5%","52","10.4%","13","2.6%","273","54.8%","49.3%"
"84K367","Success Academy Charter School - Bed-Stuy 1","2018-19","762","0","69","78","96","89","79","116","107","80","48","0","0","0","0","385","50.5%","377","49.5%","13","1.7%","512","67.2%","208","27.3%","14","1.8%","15","2%","130","17.1%","20","2.6%","587","77%","69.7%"
"84K379","Explore Excel Charter School","2018-19","535","0","59","60","59","58","60","57","61","67","54","0","0","0","0","245","45.8%","290","54.2%","8","1.5%","494","92.3%","17","3.2%","10","1.9%","6","1.1%","106","19.8%","36","6.7%","414","77.4%","64.4%"
"84K395","New Visions A.I.M. Charter High School I","2018-19","186","0","0","0","0","0","0","0","0","0","0","70","55","32","29","96","51.6%","90","48.4%","1","0.5%","125","67.2%","43","23.1%","11","5.9%","6","3.2%","88","47.3%","9","4.8%","161","86.6%","89%"
"84K406","EMBER Charter School for Mindful Education, Innova","2018-19","529","0","48","70","68","67","71","59","71","46","29","0","0","0","0","263","49.7%","266","50.3%","2","0.4%","422","79.8%","98","18.5%","4","0.8%","3","0.6%","74","14%","29","5.5%","427","80.7%","83.8%"
"84K417","Urban Dove Charter School","2018-19","300","0","0","0","0","0","0","0","0","0","0","0","108","87","105","122","40.7%","178","59.3%","0","0%","214","71.3%","72","24%","10","3.3%","4","1.3%","124","41.3%","10","3.3%","252","84%","87.3%"
"84K473","Williamsburg Charter High School","2018-19","934","0","0","0","0","0","0","0","0","0","0","234","313","150","237","485","51.9%","449","48.1%","7","0.7%","259","27.7%","651","69.7%","4","0.4%","13","1.4%","171","18.3%","63","6.7%","779","83.4%","78.7%"
"84K486","New Dawn Charter High School","2018-19","238","0","0","0","0","0","0","0","0","0","0","41","58","61","78","116","48.7%","122","51.3%","2","0.8%","134","56.3%","89","37.4%","6","2.5%","7","2.9%","115","48.3%","15","6.3%","201","84.5%","83.9%"
"84K508","Achievement First Endeavor Charter School","2018-19","804","0","66","92","95","91","88","93","99","83","96","0","0","0","1","404","50.2%","400","49.8%","9","1.1%","667","83%","107","13.3%","11","1.4%","10","1.2%","109","13.6%","8","1%","591","73.5%","69.8%"
"84K517","Leadership Prep Bedford Stuyvesant Uncommon Prep C","2018-19","1,172","0","79","90","88","88","89","94","91","93","87","163","84","72","54","608","51.9%","564","48.1%","10","0.9%","932","79.5%","149","12.7%","65","5.5%","16","1.4%","142","12.1%","39","3.3%","901","76.9%","73.1%"
"84K536","Community Roots Charter School","2018-19","473","0","52","52","52","51","52","52","56","53","53","0","0","0","0","237","50.1%","236","49.9%","25","5.3%","127","26.8%","82","17.3%","39","8.2%","200","42.3%","113","23.9%","7","1.5%","141","29.8%","35.9%"
"84K538","Achievement First Bushwick Charter School","2018-19","918","0","92","101","107","105","110","112","98","97","96","0","0","0","0","437","47.6%","481","52.4%","11","1.2%","243","26.5%","646","70.4%","4","0.4%","14","1.5%","209","22.8%","117","12.7%","791","86.2%","77.5%"
"84K593","Excellence Boys Charter School","2018-19","768","0","63","89","90","91","90","80","87","95","83","0","0","0","0","2","0.3%","766","99.7%","21","2.7%","628","81.8%","81","10.5%","24","3.1%","14","1.8%","152","19.8%","21","2.7%","565","73.6%","69.5%"
"84K608","Kings Collegiate Charter School","2018-19","839","0","80","87","87","0","0","91","93","89","93","126","93","0","0","409","48.7%","430","51.3%","4","0.5%","748","89.2%","67","8%","18","2.1%","2","0.2%","123","14.7%","10","1.2%","690","82.2%","69.7%"
"84K626","Achievement First Brownsville Charter School","2018-19","1,095","0","72","91","95","95","91","92","94","95","82","116","92","80","0","593","54.2%","502","45.8%","11","1%","927","84.7%","133","12.1%","13","1.2%","11","1%","136","12.4%","36","3.3%","865","79%","75.6%"
"84K648","Bedford Stuyvesant Collegiate Charter School","2018-19","354","0","0","0","0","0","0","90","90","89","85","0","0","0","0","171","48.3%","183","51.7%","7","2%","212","59.9%","123","34.7%","9","2.5%","3","0.8%","71","20.1%","16","4.5%","308","87%","78%"
"84K649","La Cima Charter School","2018-19","378","0","46","62","65","77","75","53","0","0","0","0","0","0","0","208","55%","170","45%","6","1.6%","245","64.8%","106","28%","15","4%","6","1.6%","61","16.1%","30","7.9%","301","79.6%","83.4%"
"84K651","PAVE Academy Charter School","2018-19","481","0","51","57","55","55","55","53","55","54","46","0","0","0","0","252","52.4%","229","47.6%","9","1.9%","193","40.1%","269","55.9%","1","0.2%","9","1.9%","98","20.4%","45","9.4%","428","89%","84.4%"
"84K652","Brooklyn Ascend Charter School","2018-19","1,538","0","151","145","144","141","148","115","113","118","109","137","99","57","61","760","49.4%","778","50.6%","10","0.7%","1,424","92.6%","76","4.9%","26","1.7%","2","0.1%","207","13.5%","15","1%","1,261","82%","69.2%"
"84K680","Achievement First Aspire Charter School","2018-19","648","0","92","91","96","88","88","105","88","0","0","0","0","0","0","339","52.3%","309","47.7%","12","1.9%","477","73.6%","138","21.3%","17","2.6%","4","0.6%","80","12.3%","22","3.4%","524","80.9%","77.6%"
"84K693","Northside Charter High School","2018-19","389","0","0","0","0","0","0","0","0","0","0","109","99","90","91","211","54.2%","178","45.8%","6","1.5%","60","15.4%","296","76.1%","6","1.5%","21","5.4%","73","18.8%","22","5.7%","298","76.6%","74%"
"84K701","Brooklyn Charter School","2018-19","214","0","19","31","34","46","45","39","0","0","0","0","0","0","0","105","49.1%","109","50.9%","5","2.3%","161","75.2%","43","20.1%","3","1.4%","2","0.9%","30","14%","16","7.5%","163","76.2%","82.8%"
"84K702","Community Partnership Charter School","2018-19","433","18","45","39","41","45","47","48","58","46","46","0","0","0","0","211","48.7%","222","51.3%","8","1.8%","333","76.9%","78","18%","10","2.3%","4","0.9%","75","17.3%","11","2.5%","380","87.8%","76.8%"
"84K704","Explore Charter School","2018-19","520","0","50","61","61","60","59","58","57","58","56","0","0","0","0","265","51%","255","49%","2","0.4%","424","81.5%","76","14.6%","15","2.9%","3","0.6%","71","13.7%","37","7.1%","426","81.9%","71.9%"
"84K707","Brooklyn Prospect Charter School","2018-19","773","0","0","0","0","0","0","0","110","110","107","131","110","109","96","344","44.5%","429","55.5%","66","8.5%","77","10%","271","35.1%","37","4.8%","322","41.7%","156","20.2%","17","2.2%","332","42.9%","41.6%"
"84K710","Brownsville Collegiate Charter School","2018-19","353","0","0","0","0","0","0","61","94","94","99","4","1","0","0","168","47.6%","185","52.4%","4","1.1%","241","68.3%","94","26.6%","10","2.8%","4","1.1%","69","19.5%","29","8.2%","286","81%","80.7%"
"84K711","Leadership Preparatory Brownsville Charter School","2018-19","779","0","89","91","90","90","90","75","87","87","80","0","0","0","0","411","52.8%","368","47.2%","1","0.1%","655","84.1%","107","13.7%","12","1.5%","4","0.5%","99","12.7%","14","1.8%","690","88.6%","80.4%"
"84K712","Excellence Girls Charter School","2018-19","1,433","0","79","85","95","92","90","58","86","81","83","252","212","129","91","1,073","74.9%","360","25.1%","30","2.1%","1,097","76.6%","242","16.9%","48","3.3%","16","1.1%","184","12.8%","34","2.4%","1,024","71.5%","69.6%"
"84K724","Leadership Prep Canarsie Charter School (Leadershi","2018-19","797","0","90","89","90","89","87","90","87","88","87","0","0","0","0","403","50.6%","394","49.4%","4","0.5%","731","91.7%","43","5.4%","14","1.8%","5","0.6%","94","11.8%","6","0.8%","639","80.2%","59.8%"
"84K730","Summit Academy Charter School","2018-19","324","0","0","0","0","0","0","0","38","43","49","53","68","33","40","158","48.8%","166","51.2%","1","0.3%","147","45.4%","162","50%","8","2.5%","6","1.9%","73","22.5%","20","6.2%","247","76.2%","83.2%"
"84K731","Brooklyn Excelsior Charter School","2018-19","618","0","60","69","61","68","78","82","74","71","55","0","0","0","0","315","51%","303","49%","5","0.8%","482","78%","117","18.9%","10","1.6%","4","0.6%","89","14.4%","24","3.9%","567","91.7%","79.7%"
"84K733","Math, Engineering, and Science Academy Charter Hig","2018-19","472","0","0","0","0","0","0","0","0","0","0","119","123","111","119","231","48.9%","241","51.1%","9","1.9%","46","9.7%","380","80.5%","30","6.4%","7","1.5%","65","13.8%","55","11.7%","387","82%","80.3%"
"84K736","New American Academy Charter School","2018-19","368","0","49","65","64","63","67","60","0","0","0","0","0","0","0","194","52.7%","174","47.3%","3","0.8%","341","92.7%","13","3.5%","5","1.4%","6","1.6%","58","15.8%","8","2.2%","266","72.3%","65.9%"
"84K737","Brownsville Ascend Charter School","2018-19","1,043","0","102","114","121","121","117","111","118","120","119","0","0","0","0","525","50.3%","518","49.7%","6","0.6%","906","86.9%","108","10.4%","16","1.5%","7","0.7%","153","14.7%","3","0.3%","870","83.4%","79.4%"
"84K738","New Visions Charter High School for Advanced Math","2018-19","391","0","0","0","0","0","0","0","0","0","0","110","95","95","91","186","47.6%","205","52.4%","15","3.8%","306","78.3%","37","9.5%","22","5.6%","11","2.8%","50","12.8%","17","4.3%","320","81.8%","64.3%"
"84K739","New Visions Charter High School for the Humanities","2018-19","233","0","0","0","0","0","0","0","0","0","0","74","64","49","46","127","54.5%","106","45.5%","0","0%","204","87.6%","24","10.3%","2","0.9%","3","1.3%","41","17.6%","7","3%","174","74.7%","68.6%"
"84K740","Brooklyn Scholars Charter School","2018-19","696","0","78","79","77","81","76","77","76","78","74","0","0","0","0","347","49.9%","349","50.1%","47","6.8%","459","65.9%","177","25.4%","13","1.9%","0","0%","82","11.8%","21","3%","607","87.2%","75.9%"
"84K741","Success Academy Crown Heights (Brooklyn 7)","2018-19","627","0","88","83","86","93","77","118","82","0","0","0","0","0","0","325","51.8%","302","48.2%","3","0.5%","544","86.8%","49","7.8%","24","3.8%","7","1.1%","85","13.6%","7","1.1%","491","78.3%","64.8%"
